Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,"Vehicle Images"
"2024-07-23 6:57:00",6:57:00,CNR9707279332,Success,CID666870,"Prime Sedan","Rajarajeshwari Nagar",Hulimavu,147,55,NULL,NULL,No,NULL,833,UPI,14,3.3,3.1,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-23 12:35:00",12:35:00,CNR2270293390,Success,CID656262,eBike,Marathahalli,Shivajinagar,133,105,NULL,NULL,No,NULL,435,UPI,3,4.1,3,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-04 21:00:00",21:00:00,CNR9406709395,Success,CID139229,Auto,Ulsoor,Yeshwanthpur,196,105,NULL,NULL,No,NULL,484,UPI,5,4,3.3,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-05 22:33:00",22:33:00,CNR8975176661,Success,CID173986,Auto,"Rajarajeshwari Nagar","Sahakar Nagar",189,125,NULL,NULL,No,NULL,680,UPI,7,3.8,3.6,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-21 10:55:00",10:55:00,CNR5071594520,Success,CID740051,Bike,"KR Puram",Jayanagar,280,85,NULL,NULL,No,NULL,229,Cash,16,3.1,3.4,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
"2024-07-04 20:48:00",20:48:00,CNR3575066041,Success,CID499436,"Prime SUV",Shivajinagar,"RT Nagar",301,105,NULL,NULL,Yes,"Vehicle Breakdown",181,"Credit Card",2,3.3,4.8,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-28 12:22:00",12:22:00,CNR2930589148,Success,CID732234,eBike,Kadugodi,Ulsoor,105,140,NULL,NULL,No,NULL,717,UPI,3,4.9,3.3,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-17 1:12:00",1:12:00,CNR7831208502,Success,CID737968,Auto,"RT Nagar","Cox Town",245,135,NULL,NULL,No,NULL,262,"Credit Card",12,3.5,3.7,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-05 23:51:00",23:51:00,CNR8827885570,Success,CID521045,"Prime SUV",Shantinagar,"JP Nagar",63,95,NULL,NULL,No,NULL,231,Cash,49,4.8,3.2,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-09 13:36:00",13:36:00,CNR1502301342,Success,CID545036,Bike,Chamarajpet,Peenya,119,100,NULL,NULL,No,NULL,246,UPI,23,3.9,3.3,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
"2024-07-03 20:15:00",20:15:00,CNR3907697108,Success,CID234494,"Prime SUV",Bellandur,"Hosur Road",70,70,NULL,NULL,No,NULL,427,Cash,1,3.5,3,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-05 17:47:00",17:47:00,CNR2390405629,Success,CID686818,Mini,"MG Road","Richmond Town",287,110,NULL,NULL,No,NULL,305,Cash,37,3.2,3.3,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
"2024-07-19 13:20:00",13:20:00,CNR5914410116,Success,CID903819,"Prime SUV","MG Road",Marathahalli,203,80,NULL,NULL,No,NULL,270,Cash,8,4.3,4.5,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-21 10:39:00",10:39:00,CNR4224138624,Success,CID990844,eBike,Kadugodi,Whitefield,175,35,NULL,NULL,No,NULL,489,UPI,16,3.7,3.9,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-14 23:58:00",23:58:00,CNR5217934339,Success,CID427019,"Prime SUV","Electronic City",Majestic,224,75,NULL,NULL,No,NULL,791,UPI,21,5,3.9,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-05 8:54:00",8:54:00,CNR7537935962,Success,CID200131,eBike,Shantinagar,Hebbal,63,100,NULL,NULL,Yes,"Customer Demand",460,UPI,4,3.6,3.7,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-20 16:43:00",16:43:00,CNR4079474864,Success,CID197349,"Prime Sedan",Peenya,Varthur,140,90,NULL,NULL,No,NULL,2047,UPI,29,3,3.7,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-19 3:58:00",3:58:00,CNR1983010766,Success,CID811508,"Prime Plus",Whitefield,Indiranagar,147,50,NULL,NULL,No,NULL,2655,UPI,26,3.3,4.5,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-11 8:02:00",8:02:00,CNR4679441912,Success,CID501578,Bike,"JP Nagar",Shivajinagar,224,130,NULL,NULL,No,NULL,2655,Cash,4,3.1,4.4,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
"2024-07-10 1:13:00",1:13:00,CNR1076402213,Success,CID133857,Mini,Kengeri,"JP Nagar",140,50,NULL,NULL,No,NULL,828,Cash,34,4.1,4.8,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
"2024-07-22 17:10:00",17:10:00,CNR6208623380,Success,CID612908,eBike,Chickpet,Indiranagar,217,35,NULL,NULL,No,NULL,276,UPI,34,4.4,4.1,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-02 7:02:00",7:02:00,CNR5856350738,Success,CID362252,"Prime SUV","MG Road",Hebbal,217,115,NULL,NULL,No,NULL,379,Cash,30,4.7,4.5,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-13 0:32:00",0:32:00,CNR2722435581,Success,CID877036,Mini,Padmanabhanagar,Malleshwaram,98,55,NULL,NULL,Yes,"Vehicle Breakdown",323,UPI,14,4.2,4.5,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
"2024-07-16 18:09:00",18:09:00,CNR1347489072,Success,CID285104,eBike,Hennur,"Hosur Road",273,55,NULL,NULL,No,NULL,676,UPI,8,3.6,3.9,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-17 20:57:00",20:57:00,CNR7720291436,Success,CID133774,"Prime SUV",Shantinagar,Chamarajpet,252,95,NULL,NULL,No,NULL,387,Cash,19,4.4,4.8,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-27 17:14:00",17:14:00,CNR6838162057,Success,CID662763,"Prime Plus",Ulsoor,"BTM Layout",273,130,NULL,NULL,No,NULL,349,UPI,6,4.9,4,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-16 10:17:00",10:17:00,CNR8406580820,Success,CID649349,Auto,Banashankari,Yeshwanthpur,245,55,NULL,NULL,No,NULL,173,Cash,17,4.3,4.6,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-29 8:28:00",8:28:00,CNR5947910660,Success,CID422131,Auto,Rajajinagar,"HSR Layout",287,120,NULL,NULL,No,NULL,105,UPI,13,4.5,3.5,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-12 9:52:00",9:52:00,CNR8113882660,Success,CID445833,"Prime SUV","JP Nagar",Yeshwanthpur,42,30,NULL,NULL,No,NULL,552,Cash,5,4.5,3.8,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-12 20:10:00",20:10:00,CNR6438361240,Success,CID552719,Auto,"Richmond Town",Banashankari,308,130,NULL,NULL,No,NULL,493,UPI,7,3.8,4.7,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-23 8:25:00",8:25:00,CNR5495479048,Success,CID497169,Auto,"Sarjapur Road",Basavanagudi,77,100,NULL,NULL,Yes,"Other Issue",2890,Cash,7,4.1,4.5,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-30 12:24:00",12:24:00,CNR2249500651,Success,CID195665,"Prime SUV","Tumkur Road","Frazer Town",63,40,NULL,NULL,No,NULL,280,Cash,20,4.5,4.8,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-29 15:02:00",15:02:00,CNR3015771885,Success,CID918718,"Prime SUV",Vijayanagar,Hulimavu,77,75,NULL,NULL,No,NULL,354,Cash,24,4.6,4.1,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-14 11:05:00",11:05:00,CNR9742204042,Success,CID292149,"Prime Sedan",Shivajinagar,Yeshwanthpur,301,135,NULL,NULL,No,NULL,439,Cash,44,4.4,4.8,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-28 16:28:00",16:28:00,CNR5897488662,Success,CID352984,Auto,"Bannerghatta Road",Shantinagar,189,85,NULL,NULL,No,NULL,264,Cash,4,3.6,3.4,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-23 0:13:00",0:13:00,CNR8097977794,Success,CID789728,Auto,Kadugodi,"Electronic City",119,100,NULL,NULL,No,NULL,445,Cash,15,3.9,4.7,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-05 11:19:00",11:19:00,CNR7665734704,Success,CID921378,"Prime Plus","Mysore Road",Padmanabhanagar,84,95,NULL,NULL,No,NULL,399,Cash,26,4.4,4,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-20 13:04:00",13:04:00,CNR3295803854,Success,CID835843,"Prime Plus",Indiranagar,Kammanahalli,112,100,NULL,NULL,No,NULL,496,UPI,33,5,4.9,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-23 22:58:00",22:58:00,CNR4877674130,Success,CID108174,Auto,"RT Nagar","Rajarajeshwari Nagar",175,25,NULL,NULL,No,NULL,767,UPI,8,4.3,4.5,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-17 21:12:00",21:12:00,CNR3535977567,Success,CID310505,"Prime Sedan",Kammanahalli,Yeshwanthpur,168,25,NULL,NULL,No,NULL,203,UPI,24,4.4,3.3,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-26 7:08:00",7:08:00,CNR9380992083,Success,CID599667,"Prime Sedan",Banashankari,Koramangala,203,125,NULL,NULL,No,NULL,658,UPI,45,3.5,4.9,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-22 21:18:00",21:18:00,CNR2409982110,Success,CID949960,Auto,"RT Nagar",Hennur,252,25,NULL,NULL,No,NULL,366,Cash,8,4.1,3.4,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-09 1:51:00",1:51:00,CNR8089487405,Success,CID921577,"Prime Sedan",Ulsoor,Varthur,168,75,NULL,NULL,No,NULL,319,Cash,22,3.2,4,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-23 14:50:00",14:50:00,CNR3216137549,Success,CID605790,"Prime SUV","Langford Town",Whitefield,119,90,NULL,NULL,No,NULL,775,Cash,23,4.2,3.3,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-09 2:52:00",2:52:00,CNR7433975344,Success,CID102370,Auto,Shivajinagar,Chickpet,98,65,NULL,NULL,No,NULL,396,UPI,18,3.6,3.4,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-16 19:34:00",19:34:00,CNR2752149819,Success,CID868307,Mini,Ulsoor,Chamarajpet,280,110,NULL,NULL,No,NULL,411,"Debit Card",44,3,3.9,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
"2024-07-07 0:15:00",0:15:00,CNR7450856558,Success,CID121389,"Prime Sedan",Chickpet,"Electronic City",266,40,NULL,NULL,No,NULL,168,Cash,31,4.9,4.7,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-16 10:44:00",10:44:00,CNR9013990430,Success,CID293024,"Prime Plus",Shantinagar,"Frazer Town",301,60,NULL,NULL,No,NULL,460,Cash,33,4.8,4.9,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-01 11:47:00",11:47:00,CNR9577062720,Success,CID192204,"Prime Sedan","BTM Layout",Chamarajpet,63,40,NULL,NULL,No,NULL,217,Cash,18,3.7,4.2,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-03 13:10:00",13:10:00,CNR9495436958,Success,CID946290,"Prime Plus","Cox Town",Shantinagar,119,105,NULL,NULL,No,NULL,790,Cash,23,3.5,3.8,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-30 12:03:00",12:03:00,CNR1525361077,Success,CID911746,"Prime Sedan","Bannerghatta Road",Hulimavu,294,140,NULL,NULL,No,NULL,2509,UPI,10,4.7,4.5,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-01 3:07:00",3:07:00,CNR1647637548,Success,CID801387,Mini,Shivajinagar,Peenya,49,75,NULL,NULL,No,NULL,615,UPI,1,4.2,4.9,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
"2024-07-24 18:28:00",18:28:00,CNR4195153311,Success,CID139167,"Prime Sedan",Ulsoor,Majestic,238,75,NULL,NULL,No,NULL,237,UPI,38,5,3.4,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-10 21:35:00",21:35:00,CNR8000993482,Success,CID855897,"Prime SUV","Frazer Town","Ramamurthy Nagar",266,40,NULL,NULL,No,NULL,1835,"Credit Card",37,3.6,4.8,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-16 13:54:00",13:54:00,CNR2588489711,Success,CID271119,"Prime Sedan",Hebbal,"Bannerghatta Road",231,75,NULL,NULL,No,NULL,1065,UPI,40,3.4,4.1,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-10 8:32:00",8:32:00,CNR5234253257,Success,CID702250,"Prime SUV",Basavanagudi,Chamarajpet,77,135,NULL,NULL,No,NULL,393,UPI,22,3.3,4.3,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-29 3:41:00",3:41:00,CNR9371669050,Success,CID686863,eBike,"Cox Town","Langford Town",231,90,NULL,NULL,No,NULL,256,UPI,32,3.9,4.4,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-05 16:08:00",16:08:00,CNR4457088806,Success,CID263437,Mini,Chickpet,"Electronic City",42,40,NULL,NULL,No,NULL,309,Cash,24,4,3.6,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
"2024-07-26 21:54:00",21:54:00,CNR6809456544,Success,CID360773,Auto,"Tumkur Road",Padmanabhanagar,84,125,NULL,NULL,No,NULL,228,Cash,13,3.7,4.6,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-20 3:56:00",3:56:00,CNR1862612151,Success,CID847056,"Prime Sedan",Kengeri,"Mysore Road",301,60,NULL,NULL,No,NULL,364,"Credit Card",5,4,4.8,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-04 4:33:00",4:33:00,CNR3686926291,Success,CID868427,eBike,"Ramamurthy Nagar","MG Road",56,45,NULL,NULL,No,NULL,2944,Cash,3,4.6,4.8,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-14 10:04:00",10:04:00,CNR5872044172,Success,CID808072,"Prime Plus",Kengeri,Whitefield,77,80,NULL,NULL,No,NULL,412,Cash,9,4.8,4.5,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-15 7:52:00",7:52:00,CNR8328108729,Success,CID812644,Mini,Peenya,Basavanagudi,35,90,NULL,NULL,No,NULL,216,Cash,17,4.5,3.4,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
"2024-07-11 17:35:00",17:35:00,CNR3958098786,Success,CID685088,"Prime Plus",Kadugodi,"Sahakar Nagar",119,130,NULL,NULL,No,NULL,2429,Cash,33,3.9,3.1,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-04 18:01:00",18:01:00,CNR1816364514,Success,CID953810,Auto,Varthur,Marathahalli,91,30,NULL,NULL,No,NULL,809,UPI,1,3.9,3.4,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-11 9:55:00",9:55:00,CNR2849784490,Success,CID760035,Auto,Ulsoor,"Rajarajeshwari Nagar",210,85,NULL,NULL,No,NULL,451,UPI,4,3.2,3.6,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-03 20:03:00",20:03:00,CNR6972748438,Success,CID554381,"Prime SUV",Vijayanagar,Majestic,280,50,NULL,NULL,No,NULL,133,UPI,21,4.1,5,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-03 23:05:00",23:05:00,CNR6585703917,Success,CID397507,Auto,"HSR Layout",Indiranagar,280,105,NULL,NULL,Yes,"Customer Demand",489,Cash,2,4.8,4.4,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-21 9:59:00",9:59:00,CNR3296240325,Success,CID133645,eBike,Whitefield,Hennur,182,100,NULL,NULL,No,NULL,506,Cash,31,3.6,4.9,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-01 6:47:00",6:47:00,CNR9735660911,Success,CID838803,"Prime SUV","Bannerghatta Road",Yelahanka,217,115,NULL,NULL,No,NULL,379,UPI,27,3.4,3.8,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-27 12:50:00",12:50:00,CNR3591025608,Success,CID333175,Bike,Malleshwaram,Kadugodi,203,85,NULL,NULL,No,NULL,577,Cash,17,3.4,3.5,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
"2024-07-01 19:03:00",19:03:00,CNR1759069706,Success,CID943819,Bike,Yeshwanthpur,Indiranagar,231,30,NULL,NULL,No,NULL,172,UPI,5,3.1,3.1,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
"2024-07-25 1:41:00",1:41:00,CNR1998845379,Success,CID587485,Auto,Majestic,"Bannerghatta Road",77,60,NULL,NULL,No,NULL,186,UPI,18,3.2,4.3,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-10 22:55:00",22:55:00,CNR4936120069,Success,CID888986,Auto,"Cox Town",Vijayanagar,217,75,NULL,NULL,No,NULL,943,UPI,8,4.3,4.9,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-04 13:43:00",13:43:00,CNR6482129028,Success,CID367560,"Prime SUV","Frazer Town","Sarjapur Road",112,115,NULL,NULL,No,NULL,2109,Cash,2,3.1,4.5,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-27 5:05:00",5:05:00,CNR6666854548,Success,CID956886,Bike,Yelahanka,"Hosur Road",42,90,NULL,NULL,No,NULL,415,Cash,4,4.1,3.2,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
"2024-07-20 21:28:00",21:28:00,CNR9333273492,Success,CID604552,"Prime Sedan",Chickpet,Majestic,105,115,NULL,NULL,No,NULL,594,UPI,21,4.1,4.6,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-16 16:04:00",16:04:00,CNR8705137963,Success,CID925665,Auto,Bellandur,"BTM Layout",147,70,NULL,NULL,No,NULL,727,UPI,12,3.1,4.8,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-11 11:32:00",11:32:00,CNR8273757466,Success,CID743092,eBike,"JP Nagar","Richmond Town",112,125,NULL,NULL,No,NULL,515,Cash,25,4.3,4.4,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-03 10:41:00",10:41:00,CNR4759587059,Success,CID274425,Mini,Padmanabhanagar,"JP Nagar",231,35,NULL,NULL,No,NULL,997,UPI,40,3.8,3.1,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
"2024-07-25 15:57:00",15:57:00,CNR5983043846,Success,CID608437,Mini,Hebbal,"BTM Layout",217,130,NULL,NULL,No,NULL,191,UPI,1,3.3,3.6,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
"2024-07-04 3:04:00",3:04:00,CNR7848570023,Success,CID941682,eBike,Yeshwanthpur,"Magadi Road",168,125,NULL,NULL,No,NULL,996,UPI,34,3.3,3.8,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-07 13:16:00",13:16:00,CNR2784806529,Success,CID264448,"Prime Sedan","Magadi Road","Cox Town",301,145,NULL,NULL,No,NULL,342,UPI,13,3.7,3.4,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-22 8:15:00",8:15:00,CNR9158255048,Success,CID423833,"Prime SUV",Koramangala,"Richmond Town",49,105,NULL,NULL,No,NULL,445,Cash,2,5,3.3,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-19 8:13:00",8:13:00,CNR2344843448,Success,CID416862,eBike,Yelahanka,Hennur,133,140,NULL,NULL,No,NULL,327,Cash,39,3.9,4,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-10 5:46:00",5:46:00,CNR3107130785,Success,CID775806,Auto,"Rajarajeshwari Nagar","Frazer Town",273,60,NULL,NULL,No,NULL,796,Cash,10,3.4,4.6,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-10 22:27:00",22:27:00,CNR5096526505,Success,CID810868,Bike,Jayanagar,Nagarbhavi,245,90,NULL,NULL,No,NULL,371,Cash,46,4.3,4.2,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
"2024-07-22 0:17:00",0:17:00,CNR5356461401,Success,CID974686,Bike,Bellandur,"Mysore Road",77,85,NULL,NULL,No,NULL,209,"Credit Card",27,4.5,4.3,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
"2024-07-21 20:06:00",20:06:00,CNR3246542979,Success,CID663499,eBike,"Mysore Road",Indiranagar,42,50,NULL,NULL,No,NULL,101,UPI,17,3.4,3.1,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-04 3:08:00",3:08:00,CNR7874049610,Success,CID236414,"Prime Plus","Sahakar Nagar","HSR Layout",203,100,NULL,NULL,No,NULL,960,UPI,44,3.2,4.7,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-28 18:24:00",18:24:00,CNR6035501952,Success,CID398994,"Prime Sedan",Indiranagar,Hebbal,308,135,NULL,NULL,No,NULL,169,UPI,17,3.1,3.1,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-18 12:52:00",12:52:00,CNR4481374455,Success,CID499189,"Prime Plus","Electronic City",Marathahalli,294,105,NULL,NULL,No,NULL,679,UPI,34,4,4.5,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-24 15:45:00",15:45:00,CNR2357234097,Success,CID515000,Auto,Chamarajpet,"JP Nagar",245,25,NULL,NULL,No,NULL,554,UPI,5,3,4.9,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-14 17:31:00",17:31:00,CNR5966858733,Success,CID206866,Auto,Rajajinagar,"Richmond Town",84,105,NULL,NULL,No,NULL,329,Cash,6,3.3,4,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-15 13:31:00",13:31:00,CNR7903784728,Success,CID139760,"Prime Plus",Kengeri,"Sarjapur Road",63,125,NULL,NULL,No,NULL,107,UPI,39,3.3,4.9,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-18 12:19:00",12:19:00,CNR8347955381,Success,CID732747,Bike,Jayanagar,Kengeri,287,25,NULL,NULL,No,NULL,312,UPI,29,4.1,4.4,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
"2024-07-14 7:52:00",7:52:00,CNR2832086626,Success,CID295295,"Prime Sedan",Koramangala,"Sahakar Nagar",126,80,NULL,NULL,No,NULL,280,Cash,36,4.7,3.9,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-20 5:44:00",5:44:00,CNR4998197969,Success,CID223930,"Prime SUV",Shivajinagar,"Sahakar Nagar",56,55,NULL,NULL,No,NULL,650,Cash,36,4.7,4.8,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-27 7:25:00",7:25:00,CNR9122241273,Success,CID562063,Auto,"Tumkur Road",Devanahalli,84,135,NULL,NULL,No,NULL,496,Cash,8,4.7,3.6,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-22 0:58:00",0:58:00,CNR1676719178,Success,CID963660,Mini,Kammanahalli,Padmanabhanagar,91,30,NULL,NULL,No,NULL,317,"Credit Card",47,4.9,3.3,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
"2024-07-20 21:16:00",21:16:00,CNR5524915002,Success,CID450098,Auto,"Frazer Town","KR Puram",280,130,NULL,NULL,No,NULL,962,Cash,11,4.5,3,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
"2024-07-30 11:53:00",11:53:00,CNR3211877735,Success,CID743117,"Prime Sedan","Cox Town","HSR Layout",287,70,NULL,NULL,No,NULL,228,Cash,23,4.8,3.4,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-09 6:53:00",6:53:00,CNR1998613771,Success,CID884765,eBike,"Mysore Road",Chickpet,168,100,NULL,NULL,No,NULL,477,"Credit Card",41,3.2,4,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-07 0:22:00",0:22:00,CNR3551606226,Success,CID115356,Bike,"Langford Town","Bannerghatta Road",140,55,NULL,NULL,No,NULL,345,Cash,43,4.8,4.6,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
"2024-07-28 8:08:00",8:08:00,CNR9266238014,Success,CID180424,"Prime SUV","RT Nagar","JP Nagar",126,35,NULL,NULL,No,NULL,104,Cash,29,4.2,3,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-16 15:40:00",15:40:00,CNR3178581771,Success,CID406782,"Prime SUV",Yeshwanthpur,"KR Puram",154,75,NULL,NULL,Yes,"Customer Demand",780,UPI,43,3.3,4.4,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-21 22:04:00",22:04:00,CNR6630122956,Success,CID485217,"Prime Plus",Shantinagar,"Sarjapur Road",70,45,NULL,NULL,No,NULL,488,Cash,42,4.4,3.8,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-04 7:10:00",7:10:00,CNR6481461779,Success,CID418305,eBike,"Sahakar Nagar","Sarjapur Road",182,95,NULL,NULL,No,NULL,349,Cash,45,4.3,4.2,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-18 4:03:00",4:03:00,CNR7059118300,Success,CID846189,"Prime Sedan","Ramamurthy Nagar","Cox Town",266,55,NULL,NULL,No,NULL,458,UPI,47,3.2,3.8,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
"2024-07-07 22:03:00",22:03:00,CNR9098980512,Success,CID778985,"Prime Plus",Koramangala,Hennur,196,105,NULL,NULL,No,NULL,203,Cash,39,3.5,3.1,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-27 18:48:00",18:48:00,CNR9114796293,Success,CID377604,"Prime SUV",Jayanagar,Shivajinagar,308,120,NULL,NULL,No,NULL,472,Cash,16,3.2,3.7,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
"2024-07-28 6:28:00",6:28:00,CNR1336073950,Success,CID663645,"Prime Plus",Marathahalli,"Richmond Town",287,115,NULL,NULL,No,NULL,657,UPI,41,4.2,4.8,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
"2024-07-18 6:24:00",6:24:00,CNR9890176683,Success,CID550893,eBike,Kadugodi,Whitefield,203,90,NULL,NULL,No,NULL,747,UPI,16,3.8,4.8,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
"2024-07-11 22:34:00",22:34:00,CNR9246105731,Success,CID411471,"Prime Sedan","Magadi Road","Langford Town",210,90,NULL,NULL,No,NULL,114,UPI,36,4.1,4.7,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
